run_id,epoch,train_loss,val_loss,val_auc,lr,alpha,gamma,batch_size,weight_decay
run_20260211_233742,35,0.02200057738545266,0.021198098017866242,0.9706866804692892,5e-05,0.55,2.0,64,0.0001
run_20260211_233742,36,0.020587049544591344,0.021410234657854868,0.9710576259489302,5e-05,0.55,2.0,64,0.0001
run_20260211_233742,37,0.02178288962000586,0.021613540256331706,0.972305037957212,5e-05,0.55,2.0,64,0.0001
run_20260211_233742,38,0.021390661815971587,0.0211710341371082,0.9708885438233265,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,39,0.022687370123369903,0.021178141396878094,0.9710006901311249,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,40,0.020465354018872887,0.02087022071896956,0.969915458937198,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,41,0.020956199662054354,0.02120157408303228,0.9711318150448585,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,42,0.020242579020277568,0.021085114378867478,0.9705762594893029,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,43,0.01912337787463471,0.02104110710708232,0.9714406487232573,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,44,0.020579759574805696,0.021214994409217917,0.9713026224982746,2.5e-05,0.55,2.0,64,0.0001
run_20260211_233742,45,0.021518258134495805,0.02110771377217667,0.9704813664596273,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,46,0.02023262270571043,0.021291068144913376,0.970916149068323,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,47,0.020405511738676014,0.021249841433018446,0.9710904071773637,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,48,0.020373388892039657,0.021771171419271106,0.9715700483091787,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,49,0.019766606820860143,0.021462386955731903,0.9709523809523809,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,50,0.02029452731861084,0.021772063786870445,0.9713578329882678,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,51,0.02005103936376558,0.02104000535247655,0.971171497584541,1.25e-05,0.55,2.0,64,0.0001
run_20260211_233742,52,0.02016773802284716,0.021869002327579875,0.9718650793650794,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,53,0.02090715021459442,0.020962246870300894,0.9702708764665288,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,54,0.020876810593163653,0.02082878763883792,0.9703278122843341,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,55,0.02070145008055437,0.020961648591890418,0.9702795031055901,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,56,0.021951380506806978,0.020898347158498806,0.9708402346445825,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,57,0.020159709306123357,0.021011151983563243,0.9703226363008971,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,58,0.020738601148354286,0.020724174405994087,0.969551414768806,6.25e-06,0.55,2.0,64,0.0001
run_20260211_233742,59,0.02128056827650377,0.020896370875938184,0.9709265010351967,5e-06,0.55,2.0,64,0.0001
run_20260211_233742,60,0.02093885299241678,0.020991824181943106,0.9715096618357487,5e-06,0.55,2.0,64,0.0001
run_20260211_233742,61,0.019622786693754748,0.020720736219965178,0.9709955141476879,5e-06,0.55,2.0,64,0.0001
